commit_hash,author_date_unix_timestamp,author_date,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug
eb5d9d63621a078cd8b1875a9e79043729f186b7,1506713487,Fri Sep 29 12:31:27 2017 -0700,false,1,2,3,1.37878349348618,5,5,165,1,50.1431712962963,3,1783,1.01218732472065,27,false
105f8af275abb7554cca33f9a5e48f3cd402709c,1506693055,Fri Sep 29 10:50:55 2017 -0300,false,1,1,1,0,2,10,101,50,21.2124537037037,2,0,0,0,false
69251fafbc57305b11c6d377baf7858ee6347df6,1506510583,Wed Sep 27 21:09:43 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
fbc2b919cb5c1113b660174173f482ebcd47a26a,1506510463,Wed Sep 27 21:07:43 2017 +1000,false,1,1,1,0,39,2,1185,48,78.186400462963,38,9904,1.01278994804824,3066,false
02f9f65a6a6fc1cc10eec82e0953360144e155ab,1506503711,Wed Sep 27 19:15:11 2017 +1000,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
e9b607ba6b825329c5dcfe04a5b0a628a2452272,1506460105,Tue Sep 26 23:08:25 2017 +0200,true,1,1,1,0,2,3,198,50,18.5162731481481,12,304,1.05400654829398,1,false
6b3fab4b6319d6c18a0e4e2c982589b30465cfa3,1506386816,Tue Sep 26 02:46:56 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
78447feaabc02c0f6c96238c78960fe61168619e,1506303223,Mon Sep 25 11:33:43 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
8dcc6ea62c4d5a9302bae618acc5023c4d3e2597,1506302930,Mon Sep 25 11:28:50 2017 +1000,true,1,1,1,0,64,0,0,1,0,0,9903,0,1389,false
a70f9c65a346b40b3072af633fd9ef67eecc8b15,1506300022,Mon Sep 25 10:40:22 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
6e76c49e0df0654643a437ce77c7acb9874e30cc,1506109263,Fri Sep 22 21:41:03 2017 +0200,false,1,1,1,0,0,2,496,48,1.25408564814815,25,1,1.79739370391221,1,false
529f34c7d957429a780f6ab5f5563046644a4745,1506000910,Thu Sep 21 15:35:10 2017 +0200,false,1,1,1,0,10,1,481,48,44.4779398148148,24,0,0,0,false
98dca39fbbd1955f3bfe06407b3d2f79a8c777b2,1505823375,Tue Sep 19 22:16:15 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7a795995f37f39bdcc4e78a863202c2b9f9387d0,1505822513,Tue Sep 19 22:01:53 2017 +1000,false,1,1,1,0,2,0,761,50,0.0348032407407407,13,9902,29.732956434985,2146,true
2ca0b6b0a69c18df34fd07cb988d8baea262090e,1505821896,Tue Sep 19 21:51:36 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0d3dc32cb0764db47ab0d95b44145987ad76c2bd,1505819867,Tue Sep 19 21:17:47 2017 +1000,false,1,1,1,0,1,4,1159,44,56.9014699074074,5,9901,1.01757423844458,2145,false
3fb8794fbf763d1a6e489ac774c193f109b5dc94,1505819506,Tue Sep 19 21:11:46 2017 +1000,false,4,10,19,4.11712716846527,22,72,286.736842105263,50,86.6159076510721,240,9891,1.00819857919589,2144,true
b38b6d9f2d4751da1ce2012798f811c027173467,1505812034,Tue Sep 19 19:07:14 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
8eafeda80eaeeb96933b928b6677f54b3353243b,1505807504,Tue Sep 19 16:51:44 2017 +0900,false,1,1,1,0,6,0,306,50,7.13383101851852,26,735,1.1401771358761,45,false
04873c929a9abcc2e97fb1677760510b16670e11,1505754367,Mon Sep 18 20:06:07 2017 +0300,true,1,4,4,1.32488934224535,66,8,700.75,50,72.6256770833333,113,3529.5,1.03222589502968,546,false
459f64f0830d33d9ce7d815e3ef73bc7162850a4,1505676441,Mon Sep 18 04:27:21 2017 +0900,true,2,2,2,1,2,2,349,50,21.072037037037,60,5.5,1.02715552581909,0,false
fad874b08ea4e708482233fa14aab731ecdbe953,1505545443,Sat Sep 16 16:04:03 2017 +0900,true,1,1,1,0,38,25,355,50,7.92990740740741,13,734,1.12610487722289,19,true
e2aecbf17826daea65bd25def9bfebda68002f10,1505501037,Fri Sep 15 11:43:57 2017 -0700,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7dc9168d6057a96c6baafdb74f75d7d30ff551fa,1505500980,Fri Sep 15 11:43:00 2017 -0700,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5681af4292007caf1200254a055c009d153702a4,1505463398,Fri Sep 15 18:16:38 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
b7e7c5cc9a8e1222a60803c0082bf9591d14cbdd,1505447619,Fri Sep 15 13:53:39 2017 +1000,false,2,2,2,0.581321498763703,14,12,407.5,50,8.76091435185185,15,9880.5,1.07515960419055,2142,true
45db8d202b43aa80ae0d3bf2d9f80dcf69fecacb,1505444439,Fri Sep 15 12:00:39 2017 +0900,true,1,4,5,2.31702492170394,27,0,374.8,50,6.76087962962963,167,731,1.06754545143288,44,false
143d88ca565e2ec4323ada608a735d13c101de77,1505407702,Thu Sep 14 09:48:22 2017 -0700,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
417c6ef285a04515ab4f6b27fb97fad8c1a7fd8e,1505391954,Thu Sep 14 22:25:54 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
f62662a4fd80440359ec3464cc9a41a48197563e,1505383180,Thu Sep 14 11:59:40 2017 +0200,false,1,1,1,0,2,1,117,50,6.05186342592593,3,591,1.16523836207474,482,false
5f66a1138c2a8f242039977bfeab3697b671631d,1505382552,Thu Sep 14 19:49:12 2017 +1000,false,2,2,3,1.23196213502844,16,22,447.333333333333,50,0.112970679012346,49,9878,6.73232515953276,2550,true
f23db9f71d1e7196a45c591a74145a20cbf31d98,1505378915,Thu Sep 14 10:48:35 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4abd836a2e6753a1c6d218da7990ef7329bdbce2,1505378109,Thu Sep 14 17:35:09 2017 +0900,false,1,1,1,0,8,12,288,50,0.0499768518518518,6,728,21.0092635479389,18,false
a222055af4cf6d1963d3eadebf194fe33ef893f4,1505373975,Thu Sep 14 17:26:15 2017 +1000,false,2,2,2,0.468995593589281,61,13,599,50,0.041099537037037,45,9875.5,19.2483807378203,2548,true
695b7cb71fd30288f062d649473e5fd3e4dc3f0c,1505373791,Thu Sep 14 16:23:11 2017 +0900,false,1,1,1,0,12,8,284,50,5.94319444444444,5,727,1.16825968077399,17,true
d2f10733d58af480c3dc1d0e08fb3924b027beaa,1505370424,Thu Sep 14 16:27:04 2017 +1000,false,2,3,4,1.38446902203322,99,13,347.5,50,5.29186631944444,54,9872.5,1.10802758039548,2547,true
b7f44f55742e4eb7fc61a9742a3d439e63cef62b,1505366754,Thu Sep 14 15:25:54 2017 +1000,false,2,2,2,0.807383055178577,173,19,481,50,0.731712962962963,41,9869.5,2.02499209111041,2545,false
1f9f14f4489a6de3ff9b9eb819dffe498a46590b,1505310042,Wed Sep 13 15:40:42 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
23dce460ef513e9f5b15a50704590f6c71ff75ce,1505309444,Wed Sep 13 15:30:44 2017 +0200,false,1,2,2,0.445064857050839,20,11,179,50,0.0362731481481482,14,589.5,21.676451818762,481,false
9e3bdc929a06e59b380d47e9ba7091c8f17b229a,1505306812,Wed Sep 13 14:46:52 2017 +0200,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
5c084b5152e1fa0084730a456b6ce53d69f9f5c4,1505306310,Wed Sep 13 14:38:30 2017 +0200,false,1,6,9,3.10704231242219,71,13,187.555555555556,50,4.91642618312757,58,584,1.04593835290153,479,true
c721035bda123a7e5642701ecadbec6f0f29c94e,1505304992,Wed Sep 13 14:16:32 2017 +0200,false,1,1,1,0,0,0,58,50,0.0299305555555556,11,579,34.4106728538283,71,false
42746b0ba5a3d57239d8adf0423f30a236954c5a,1505304671,Wed Sep 13 15:11:11 2017 +0300,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
13ffc7e058d73f35024304475b9c60571a9150fc,1505304572,Wed Sep 13 15:09:32 2017 +0300,false,1,1,2,0.283768970372188,35,0,31.5,43,0.0406597222222222,3,136.5,6.64859094790777,5,false
50b527a6658e0e79b27ca7a3f9e59dff538eca23,1505303534,Wed Sep 13 21:52:14 2017 +1000,false,2,2,2,0.517582752555907,85,1,413,50,3.21235532407407,39,9867.5,1.46402154852849,2544,false
140d9d6cfc24843bf68f2e664695c24150f89bae,1505303376,Wed Sep 13 13:49:36 2017 +0200,false,1,2,2,0.902393282794979,6,6,179.5,50,0.00708333333333333,10,577.5,206.372857804539,470,false
12676644804dc77ce590576fd3edd68faa2876a4,1505303122,Wed Sep 13 13:45:22 2017 +0200,false,1,2,2,0.468995593589281,5,3,151.5,50,4.09078125,8,575.5,61.3963085516193,468,false
8df30479615996432238fea8d87e253a51c48346,1505302426,Wed Sep 13 13:33:46 2017 +0200,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
b2def7e0064a072ab7f1f022e534b026a992ef1b,1505302406,Wed Sep 13 13:33:26 2017 +0200,false,2,4,5,1.52640359551055,117,16,146.4,50,0.884039351851852,50,572,1.49022291084013,70,false
cc5ea0dddd5ed61af26cee1ec56d144d1b70b450,1505297966,Wed Sep 13 20:19:26 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
a3b729b35c14eacafb02f87488065d8c0da0c8cb,1505297704,Wed Sep 13 13:15:04 2017 +0300,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
aff93bca4286d385b3dd92cd17ae7aa153e0ebcc,1505297546,Wed Sep 13 13:12:26 2017 +0300,false,1,1,4,1.77096521071819,123,0,12.75,43,47.3133912037037,2,133.5,1.00528391632136,3,false
73223703f2f8e39633f355fa82f6053ed36d4fa8,1505297228,Wed Sep 13 20:07:08 2017 +1000,false,1,1,2,0.811278124459133,1,2,128,50,0.91931712962963,4,9865.5,1.81582293620718,2543,false
8e5b81be533d7d692a0fd4ebe3c21fafbcf25db8,1505292475,Wed Sep 13 10:47:55 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
d89a3392401cbaa563925bab7c24fd1acd844bc6,1505287109,Wed Sep 13 17:18:29 2017 +1000,false,1,2,3,1.5,0,0,123,50,4.91603009259259,21,9863,1.12430988004567,1386,false
c5c43adb4dda5c7015e379c1450617095524b008,1505286357,Wed Sep 13 17:05:57 2017 +1000,false,1,1,3,1.58496250072116,6,12,140.666666666667,50,4.93122685185185,21,9860,1.12392678931038,2541,false
5fdf64bdd76df9a4ac63571741e07e3bd0e33fb9,1505245054,Tue Sep 12 12:37:34 2017 -0700,false,1,1,1,0,3,4,220,48,1.03631944444444,15,152,1.96495342759499,98,false
1f13f106f0436400e1140c9569d62988e480b2ff,1505229237,Tue Sep 12 17:13:57 2017 +0200,false,1,2,2,0.543564443199596,7,5,126,50,4.13192708333333,5,568.5,29.1855044559011,463,false
d5f948571ec02180925754a3ad215342a1991bbc,1505227701,Tue Sep 12 16:48:21 2017 +0200,false,1,1,1,0,22,9,122,50,8.22829861111111,3,567,1.12153180715265,461,false
e044b1731bdff8d497f3188dffafcc5b04ef4d0c,1505226926,Tue Sep 12 16:35:26 2017 +0200,false,1,1,2,0.94566030460064,4,2,108,43,12.4524594907407,23,565.5,1.06022665861639,68,false
503c77491310e9cfb0ce69a90ed26e6a1ba788e3,1505223625,Tue Sep 12 15:40:25 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
64c4c45345a3f1f1e9e292044ef6f5511dba2731,1505223478,Tue Sep 12 15:37:58 2017 +0200,false,1,4,7,2.52298648984904,24,1,159.142857142857,50,17.2522453703704,13,561,1.04920992920217,460,true
e4a4b47cd075d74bd606801bfd24fee0e80bd5ed,1505217799,Tue Sep 12 14:03:19 2017 +0200,false,2,5,9,2.40190270199964,140,24,110.666666666667,50,0.280808899176955,29,553,1.6183689191601,66,true
f9c2c929afd6c2bf1695ce8d010b8600e5d805c1,1505211685,Tue Sep 12 12:21:25 2017 +0200,false,2,3,4,1.65835117429611,22,6,141.5,50,1.08506655092593,7,546.5,9.81405086141474,61,true
d4471514cc0a5bde4cea2394f2b949c7c610fa75,1505208255,Tue Sep 12 11:24:15 2017 +0200,false,1,1,1,0,18,24,112,50,0.0803125,1,544,13.4513618677043,15,false
fd6e39f3c2553048712cc6109f4eb9bbd01fce86,1505201316,Tue Sep 12 09:28:36 2017 +0200,false,2,3,6,1.78999146086703,147,9,75.6666666666667,50,2.29731095679012,13,540.5,0.933485942075031,58,true
dbab6192ab9162129614ca175775ca2e5a1d70bb,1505191786,Tue Sep 12 14:49:46 2017 +1000,false,2,5,11,3.03558204797057,26,28,283.636363636364,50,3.32389204545455,358,9853,3.06869717008279,2538,false
ee681d5ad4663acfde250f06a45107453e95340e,1505191674,Tue Sep 12 14:47:54 2017 +1000,false,1,7,7,2.42678669060567,25,104,425.571428571429,50,4.94269841269841,220,9844,1.05083375588742,3052,false
81d68670108581814abe4888c177538b9d96f3f7,1505191141,Tue Sep 12 14:39:01 2017 +1000,false,3,5,6,2.33245389447583,13,3,254.333333333333,50,3.81083140432099,161,9837.5,1.10683770782476,1383,true
ff2348bf26dff415aed086bfda2ede1f4234a566,1505187853,Tue Sep 12 13:44:13 2017 +1000,false,2,4,7,2.32617171784009,7,67,252,50,2.41521494708995,119,9831,1.09769915072526,2525,false
1f04073de1916b393a11def7c2381e56001ab2aa,1505184239,Tue Sep 12 12:43:59 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
19db3ccd31f9105a7fc854cadc3d7288f442dd41,1505182076,Tue Sep 12 12:07:56 2017 +1000,false,1,2,2,0.998363672593813,15,4,259.5,50,33.3640219907407,31,8978.5,1.09579530752767,2124,false
eb5a5c921036722529ac971e104252147cfa13f6,1505182037,Tue Sep 12 12:07:17 2017 +1000,false,1,1,1,0,4,1,133,48,21.9746296296296,19,8977,1.04550702409344,2122,false
1df341a59e1e96385d7bc62f27c6d5459e65e531,1505179401,Tue Sep 12 11:23:21 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
f48dbf51ba6f902213a55d7d56d213b2de61f737,1505155516,Mon Sep 11 11:45:16 2017 -0700,false,1,1,1,0,1,1,220,48,0.00809027777777778,14,151,124.605150214592,97,false
4c0b80ae3ce5d170d68346dea37e59797e1ca865,1505154817,Mon Sep 11 11:33:37 2017 -0700,false,1,1,1,0,5,5,220,48,1.87609953703704,13,150,1.5330207594312,96,false
faf2c73b495734d3c549008e00b6f7f3c493a902,1505132575,Mon Sep 11 14:22:55 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
700d7e5454a0a0cbb5cff1598613d499fe802a6c,1505129824,Mon Sep 11 13:37:04 2017 +0200,false,1,5,6,1.58530873073617,15,2,287.333333333333,50,10.1306134259259,102,534.5,1.03596459970002,449,false
40be2c9deb5ea2bfaa1deacc095cdef680a560c3,1505122242,Mon Sep 11 11:30:42 2017 +0200,false,1,1,1,0,38,0,0,1,0,0,531,0,443,false
ded241f864cc45fef2e63a6b01beac787fe8e787,1505121816,Mon Sep 11 11:23:36 2017 +0200,false,1,3,8,2.10462645504902,44,3,127,50,9.45643518518518,48,526.5,1.05385236246202,442,false
661e211f39411c6668389ba7190409d8288ab28a,1504992722,Sat Sep 9 14:32:02 2017 -0700,false,1,1,1,0,1,1,220,48,0.0932407407407407,12,149,11.7249255213505,95,false
8c7f970fc956fdd41f31dca7416ffe2cdfa678df,1504984666,Sat Sep 9 12:17:46 2017 -0700,false,2,3,3,1.00566595773249,33,7,546,48,16.7922145061728,77,147,1.02482874932763,94,true
9a52a38afc268f7ad7f5e49561bc9a8403f9f9c7,1504874537,Fri Sep 8 22:42:17 2017 +1000,false,1,1,1,0,8,3,564,50,18.2966203703704,26,8976,1.05465490236762,2121,false
ecfd11e4c6e72361a913821ce38b7a7b01c9b9f4,1504868557,Fri Sep 8 13:02:37 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
94de713d1e8bed285a49da9c2b5ce4f4c33001ed,1504868434,Fri Sep 8 13:00:34 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
98d3d1a82f82c426b003490d72ba4e1ec7952791,1504867751,Fri Sep 8 20:49:11 2017 +1000,false,1,1,1,0,9,9,310,50,0.08625,24,9827,12.5942028985507,2520,true
f5fdd7693d529273d30b66d5211ef18d0c3e64f8,1504862364,Fri Sep 8 19:19:24 2017 +1000,false,3,10,16,3.30842191917842,7,32,329.5,50,8.31394748263889,413,9818.5,4.94233953049671,1382,false
648ebbdb1f544f6ba4c0bad4d0c3d5b3d511953e,1504862044,Fri Sep 8 11:14:04 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4fa7389e1e18e053ffe20472f6a015fe5819ea85,1504861982,Fri Sep 8 11:13:02 2017 +0200,false,1,2,2,1,4,0,127,50,19.0291377314815,2,521.5,1.04638342578903,434,false
e5ad6b7ba7d201552f43fcd6654ba5f8839660dc,1504860854,Fri Sep 8 10:54:14 2017 +0200,false,2,5,5,1.96298007550326,80,0,365.4,50,23.647537037037,138,518,1.02114350220728,54,true
fce10fb5116849dd8b8b80873a10185203448b69,1504860299,Fri Sep 8 18:44:59 2017 +1000,false,10,138,280,7.69411832819972,323,437,311.189285714286,50,12.9535525793651,4876,9670.5,1.02271168618955,18,false
b515399f1dbee15733031feac5ba9f850a9ab611,1504859321,Fri Sep 8 10:28:41 2017 +0200,false,2,2,2,0.91829583405449,6,7,192.5,1,0.0461747685185185,2,514.5,26.4234758552455,52,false
a3507a0e6e1a5425fc941eddd52256c5d7406bba,1504857162,Fri Sep 8 09:52:42 2017 +0200,false,1,1,1,0,76,0,0,1,0,0,513,0,8,false
79215bd243c066b8368dce5ec4bfae8ca37397ec,1504854488,Fri Sep 8 17:08:08 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
98229c4dff5b9a94b528e197c26b761065c46b7b,1504854408,Fri Sep 8 17:06:48 2017 +1000,false,1,2,4,1.67360209691721,40,6,115,48,0.114088541666667,6,8973.5,8.37687955911647,1311,false
158b9c52b95f675266bd4306ef656061215dd901,1504853501,Fri Sep 8 08:51:41 2017 +0200,false,1,2,2,0.982254791753899,188,0,0,1,0,0,511.5,0,51,true
7bd42a20e2b310049baf1ff3c09752639ca8da15,1504849962,Fri Sep 8 15:52:42 2017 +1000,false,1,1,3,0.4229972267552,128,5,26.3333333333333,48,0.0512577160493827,3,8970,6.27975018937758,1307,true
943ce10f9f38c13ea0abec40b51aba1e021e5a43,1504845035,Fri Sep 8 14:30:35 2017 +1000,false,2,3,4,1.41384331557553,54,12,271.5,48,0.0297916666666667,32,8966.5,14.6363636363636,1304,false
4389aa689bb08ae9a375b65797933efa13985e49,1504841603,Fri Sep 8 13:33:23 2017 +1000,false,2,2,6,2.18980719532638,150,1,161.5,48,4.96213155864198,29,8961.5,1.03358771622578,1301,true
b574cc891c5c25859d30b3cb9699a1f58b8aadb0,1504791680,Thu Sep 7 15:41:20 2017 +0200,false,1,1,4,1.99938796814841,98,0,0,1,0,0,508.5,0,49,false
fcaae991d2aa5c8d9a6e78730a9f80d6a647eec2,1504790025,Thu Sep 7 15:13:45 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
c1ec499f9e3371633e27593e07212ce438dacd21,1504789878,Thu Sep 7 15:11:18 2017 +0200,false,1,1,1,0,4,0,278,50,1.17474537037037,2,506,1.85124830045912,432,false
be8a10daf5108dc0770dabf2217387838314495a,1504785527,Thu Sep 7 21:58:47 2017 +1000,false,1,1,2,0.994030211476956,15,10,91,50,0.0505787037037037,6,9529.5,15.8283752860412,2405,false
5cf4a0f2fb47ccf8f82c0ec3f61434125ef1635c,1504784940,Thu Sep 7 21:49:00 2017 +1000,false,3,3,3,1.44116654415795,7,12,339.666666666667,50,0.196979166666667,73,9527,3.58137115415978,2403,false
add0725ecc8153559c6ff758e660a7587ea8ee00,1504781157,Thu Sep 7 20:45:57 2017 +1000,false,1,1,3,1.43906507067804,131,12,63.6666666666667,50,44.2403858024691,13,9524,1.16380187846279,2402,false
736144fd85781b5311c8b51fe4d8268a7fe2140e,1504779999,Thu Sep 7 12:26:39 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
c64f24883b730b67ea812dd4fa1034284b50f532,1504778998,Thu Sep 7 12:09:58 2017 +0200,false,1,2,2,0.904381457724494,10,0,298,50,4.93377893518518,10,504.5,1.52739757700703,431,false
6bed18f49aab0b9b53036b714719baa891834be1,1504777475,Thu Sep 7 19:44:35 2017 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7c2022804435845dba998fcc3391a1637ae19602,1504777453,Thu Sep 7 19:44:13 2017 +1000,false,1,1,1,0,0,0,125,43,149.825590277778,104,8958,1.00667442723333,63,false
3e84347934bf869dcbcaffdc5f4af11c6eeee3ed,1504770722,Thu Sep 7 17:52:02 2017 +1000,false,4,14,23,3.44478262364805,116,115,358.95652173913,50,12.0954574275362,431,9511,1.50182146720164,1341,false
53e3e2729cac8c597e83e8e6c6b64e05264e5dcb,1504763241,Thu Sep 7 15:47:21 2017 +1000,false,2,5,7,2.41810121152459,22,20,447.285714285714,50,0.577802579365079,204,9496,7.26229671515887,2397,false
50d0fccc8f2bdd95e774cd5cf6d085de837051c3,1504760179,Thu Sep 7 14:56:19 2017 +1000,false,2,8,12,1.91189937164543,93,95,462.333333333333,50,3.31171585648148,407,9486.5,1.07208337841184,2395,true
3888081b709307adefe37dc21fa65ccccff862e2,1504755128,Thu Sep 7 13:32:08 2017 +1000,false,4,20,38,4.7141570799409,140,128,443.157894736842,50,19.2525852826511,1034,9461.5,2.85278318683908,17,false
3069dd6f196c048217cdfb66f57b04bfd1dd3859,1504753706,Thu Sep 7 13:08:26 2017 +1000,false,5,36,48,3.60325182783955,268,479,398.833333333333,50,39.58337890625,1239,9418.5,1.01680460906889,2131,false
e2d5a854d743a4783367dff969d3c0bff8097a54,1504742749,Thu Sep 7 10:05:49 2017 +1000,false,3,19,36,4.20564796316311,237,445,368.277777777778,50,52.638950938786,813,9376.5,1.00245966444772,13,true
5504f3cf6491e7d6b76b6748d1d5aa069857769f,1504706144,Wed Sep 6 23:55:44 2017 +1000,false,2,17,22,2.57642989622462,169,25,776,50,1.88094802188552,962,9347.5,1.03439073626147,2382,true
b841c0f549194dbdf88b42836df662d9b8ea8c6d,1504696812,Wed Sep 6 13:20:12 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
685b250894ebfaf043d3ed2cc4f483c31aaeacdd,1504696742,Wed Sep 6 13:19:02 2017 +0200,false,2,2,4,1.13054353420787,14,24,301.5,50,0.0598697916666667,90,501.5,7.0006716495532,45,false
24301a6b8d0a447de66a05a0a069b1678d1df11f,1504695572,Wed Sep 6 20:59:32 2017 +1000,false,2,6,15,2.74878284044732,45,53,311,50,16.9155594135802,338,9329,1.68619470993135,2366,false
4d7dcc9814516ff44d91b15eb8a261db9509ecb7,1504694161,Wed Sep 6 12:36:01 2017 +0200,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
9ec1191bd30868a7e10dc9e32dd026440eda3d05,1504693449,Wed Sep 6 20:24:09 2017 +1000,false,1,3,4,1.48613260139598,0,0,123,50,0.00696759259259259,75,8955.5,75.7508305647841,2120,false
892b1677f95da6f403b403b939c96a3290cc25eb,1504692959,Wed Sep 6 20:15:59 2017 +1000,false,1,1,3,1.58496250072116,3,3,142.666666666667,50,0.0012962962962963,31,8952,472.428571428571,2116,false
dd8c1fef874c6405e1b524676a8b29a986a32140,1504692847,Wed Sep 6 20:14:07 2017 +1000,false,1,8,36,4.3679031612301,258,111,224.027777777778,50,15.7349791023663,515,8932.5,1.02227270989837,2113,true
2b81b1998ae77c310ef097213d6604250dc07e77,1504688380,Wed Sep 6 10:59:40 2017 +0200,false,2,3,4,1.74646579850407,45,4,210.25,50,19.0001765046296,34,497.5,1.03566516292485,42,false
cc9f52912bf1b904439e212891f5dd59e610f318,1504686532,Wed Sep 6 10:28:52 2017 +0200,false,1,3,6,2.51459580749329,49,5,180.666666666667,50,9.12000192901235,32,492.5,1.03564153005917,426,false
89c8dd970d17235ecd4dedaa5b11e16ac7b3763a,1504685713,Wed Sep 6 18:15:13 2017 +1000,false,1,1,1,0,24,0,0,1,0,0,9321,0,2852,false
da1f3891534520918d13cc84751a27f755a6f71c,1504685624,Wed Sep 6 10:13:44 2017 +0200,false,3,4,5,1.67534758474946,34,59,503.8,50,0.730775462962963,154,487,1.62490695132961,40,true
b5ae797a1091040722bf2b3a053cf4423d472b10,1504681512,Wed Sep 6 17:05:12 2017 +1000,false,1,7,11,2.85038368836123,89,72,405.727272727273,50,4.4657438973064,387,9315,3.08018153010663,2352,false
8ef63a280c7b5450ad07d0b83f59c6b6554c5b6f,1504678439,Wed Sep 6 16:13:59 2017 +1000,false,1,4,6,1.63118608565924,27,14,232.333333333333,50,0.017505787037037,115,9306.5,23.3475331801194,2341,false
2e3474f6cb2e1d50af4f7f8e1d9d2cc8cd1e9cb5,1504677638,Wed Sep 6 16:00:38 2017 +1000,false,2,12,22,4.00638486366731,0,156,546.772727272727,50,10.283305976431,749,9292.5,1.05270173772268,2335,false
d34e97804bed21bf5d2706065365358a07b03c7e,1504677083,Wed Sep 6 15:51:23 2017 +1000,false,1,7,9,2.89197102518269,46,25,385,50,0.89900591563786,280,9277,1.44953884660408,2314,true
3ce159e58f50a422b58805c4dfb648aba559cfbb,1504675589,Wed Sep 6 15:26:29 2017 +1000,false,1,2,4,1.6305796869035,69,0,9.25,50,0.0209577546296296,6,9270.5,3.23218970040039,2305,true
7329dbba496ecfa8c4b48929edb83511affa52f4,1504668346,Wed Sep 6 13:25:46 2017 +1000,false,2,5,6,1.79232125584666,11,58,302,50,3.62307098765432,149,9265.5,1.49558292797799,2301,false
3b9200d04decb0c0adf56cc0ec3eff4e421e2edd,1504658820,Tue Sep 5 20:47:00 2017 -0400,false,1,1,2,0.684038435639042,0,0,167.5,48,24.6129050925926,40,1777.5,1.03405828313201,36,false
87cc4d0b11c603785b5f1650e1e77ead3e6122d0,1504622485,Tue Sep 5 16:41:25 2017 +0200,false,3,10,15,3.26916345892199,155,82,354.733333333333,50,0.668030092592593,301,477,1.74938180904434,37,true
aa181914cfccd444d9dbdb648f26f3e654562856,1504618612,Tue Sep 5 23:36:52 2017 +1000,false,4,23,28,3.4993022922228,129,452,491.892857142857,50,32.4261222718254,924,9248.5,1.33671687343173,2128,false
821f5018affe925c1a0645e914fa4fbc1c5c0e7b,1504615462,Tue Sep 5 22:44:22 2017 +1000,false,2,8,10,2.10083216275412,214,53,1133.4,50,0.466162037037037,669,9229.5,1.80116445274942,2292,false
3f69fe104593bdb2ed84048eedd5bc14cb069260,1504613457,Tue Sep 5 14:10:57 2017 +0200,false,1,3,4,1.96599028193577,12,2,137.25,50,6.47910011574074,4,467.5,1.06382582060083,417,true
c7e06ceabf557bd7c65b7385281abd2164fac4f2,1504609198,Tue Sep 5 12:59:58 2017 +0200,false,1,2,4,0.90357141349937,80,0,106.75,50,7.04167824074074,32,463.5,1.05170794806585,413,true
48a34c0442c28617098598b7983415a1d079a454,1504601886,Tue Sep 5 10:58:06 2017 +0200,false,1,2,2,0.976354380025276,0,0,0,1,0,0,460.5,0,409,false
