commit_hash,author_date_unix_timestamp,author_date,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug
fff6065d44126ff7dff561c9d29e495ce015755e,1469626396,Wed Jul 27 23:33:16 2016 +1000,false,2,5,10,2.99772231040148,70,80,329.8,28,12.1041342592593,17,3249.5,1.02001567928107,814,true
2230e37a55780da5e5f6e51fdd2eecb307cbde2b,1469620246,Wed Jul 27 14:50:46 2016 +0300,false,1,1,1,0,20,12,345,28,0.0238194444444444,17,1171,42.9825072886297,106,false
45003d2085615c0e87b904eb1092d1e265355e61,1469618188,Wed Jul 27 14:16:28 2016 +0300,false,1,1,1,0,8,3,333,28,0.01,16,1170,101,105,false
0829321d5fec1e5d2ae4de6b7f5781e624364d6d,1469617324,Wed Jul 27 14:02:04 2016 +0300,false,1,3,3,1.2076197058876,14,10,1623,28,0.0794405864197531,367,1168,7.70253672486317,104,false
004519579dab185673078f5fcb64afac3c6cc647,1469613023,Wed Jul 27 12:50:23 2016 +0300,false,1,1,1,0,10,8,331,28,0.0532291666666667,14,1166,19.7866927592955,101,false
2af8ed7100f7fbe5d029f8e2b59cd28429de763f,1469609291,Wed Jul 27 17:48:11 2016 +0900,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0ef2c88c31e72480d0ee6c5d0de98d5d7f9293c0,1469609234,Wed Jul 27 18:47:14 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
fc2abf366f4d568d5528e66dbdd24eda1ce3758f,1469609179,Wed Jul 27 18:46:19 2016 +1000,false,1,3,3,0.0511016514347938,371,338,1741.33333333333,28,10.9310570987654,376,3243,1.11136103259305,1616,false
5c13b1826590186bf1d2bc17f01e0b8034225722,1469609113,Wed Jul 27 17:45:13 2016 +0900,false,1,3,4,2,0,0,240.5,28,5.81642361111111,13,171.5,1.08954528902234,19,false
c16b3bc91f33e6cbcbda1e0e21d275c53c9ff386,1469608424,Wed Jul 27 11:33:44 2016 +0300,false,1,1,1,0,8,16,338,28,0.958553240740741,13,1165,2.04323887030754,100,false
ed7547c0f0c273f0b3214f979ca11927b66dda72,1469606003,Wed Jul 27 10:53:23 2016 +0300,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7d9eda372f803d9cee24386244461256795e28f4,1469602290,Wed Jul 27 16:51:30 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4841f2ce1f4472caf64abe3fb9ad2f947b4c4e66,1469602159,Wed Jul 27 16:49:19 2016 +1000,false,1,1,1,0,49,26,632,28,11.5712615740741,13,3241,1.08642100030307,1613,false
e2fbabfabf7cf1ec1ccea6a5053f856d58f2debe,1469599272,Wed Jul 27 16:01:12 2016 +1000,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
8a04fb8a4797324fe9868aa7da9666ded159ac4b,1469596127,Wed Jul 27 15:08:47 2016 +1000,false,2,3,3,0.379014441386488,31,13,231,28,13.6032986111111,22,3239,2.13929811095128,808,true
12f9dec59c67a3ba828359a11615e43b116414f1,1469586589,Wed Jul 27 12:29:49 2016 +1000,false,1,8,10,2.67893018637507,96,52,212.9,28,14.19303125,123,3232.5,1.01572410543406,806,true
5d13dc9a6f9c4bb6874e6be036151a38cbe4e749,1469570263,Tue Jul 26 22:57:43 2016 +0100,true,2,9,10,2.96301563521518,24,15,336.6,28,116.717127314815,136,10.5,1.01184790024473,9,true
b0487a2429fc84a84693c1410f530012af766100,1469555908,Tue Jul 26 20:58:28 2016 +0300,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1482378dbda36b210ef2edd777706f579a08b913,1469555644,Tue Jul 26 20:54:04 2016 +0300,false,1,1,1,0,0,0,199,26,0.000532407407407407,1,1164,1879.26086956522,13,false
a45a1e97f332010165e8919ca9159ac98e18d26a,1469555598,Tue Jul 26 20:53:18 2016 +0300,false,1,6,7,1.55513039121245,20,2,50,26,32.1543981481481,4,1160,1.00634692856119,12,false
dfb3d34c6672d015227d9e9ede06ed00439e1cd8,1469549202,Tue Jul 26 19:06:42 2016 +0300,false,1,2,5,2.11929187630645,83,0,0,1,0,0,1154,0,5,true
86a8fa0c271cc6c55dbb9a561b9a57780d735cf9,1469531747,Tue Jul 26 21:15:47 2016 +1000,false,2,3,3,0.897499008559543,51,34,310,28,14.9546489197531,19,3226,7.79390090343572,796,false
bc072cea053667e9c181f6584b1e1c4bae46606d,1469529026,Tue Jul 26 13:30:26 2016 +0300,false,1,2,2,0.998845535995202,5,0,686.5,28,26.7614814814815,94,1150.5,1.02802535429584,636,false
e3ad12f4a4c0718d57485192e6b74cbc0a9a0426,1469527489,Tue Jul 26 20:04:49 2016 +1000,false,2,2,2,0.91829583405449,4,2,245,28,11.5646701388889,18,3223.5,4.38767647030183,795,false
9fdf3c078d39af8cd3f527addd6f66a5beb07d9f,1469526757,Tue Jul 26 19:52:37 2016 +1000,false,2,3,4,1.93041050810596,22,19,827.5,28,10.4147743055556,330,3220.5,1.06622382440253,794,true
9713f8fbf041e1f6ff16d6a9c6b822b6606fdd86,1469525605,Tue Jul 26 19:33:25 2016 +1000,false,1,2,2,0.143726169939382,21,3,178,28,0.126736111111111,27,3217.5,6.91780821917808,1607,false
a2d2eb3ec6317460fef0ef6c711fc17ace23291e,1469525005,Tue Jul 26 19:23:25 2016 +1000,false,1,2,5,1.76447085174198,26,11,335.4,28,7.87705555555556,116,3214,4.26934842859186,1605,false
e8bcdfb31a42c4fe45914141e20cdc3fba915c09,1469524140,Tue Jul 26 12:09:00 2016 +0300,false,1,5,6,2.11462729004754,41,13,395,28,36.0197106481481,291,1146.5,1.01042278079592,634,false
24110fa35c85043b932f42929ead8ef25c5e29ec,1469519948,Tue Jul 26 17:59:08 2016 +1000,false,1,1,1,0,6,1,477,28,0.0269444444444444,31,3211,38.1134020618557,1600,false
7af3294fec209cb85fa960badebbd09be1cc03fd,1469517620,Tue Jul 26 17:20:20 2016 +1000,false,1,2,2,0.179256066928321,5,25,345.5,28,0.0343171296296296,48,3209.5,22.8549747048904,1599,false
cedae78523a4ff7c3e7eb55cc395e2dbf261230d,1469514655,Tue Jul 26 16:30:55 2016 +1000,false,2,8,17,3.43704391418508,5,98,149.529411764706,28,0.0468797657952069,244,3200,20.4255628375993,791,false
188a71542b79fcde993ce61ae17bad57c0190dbb,1469514080,Tue Jul 26 16:21:20 2016 +1000,false,2,8,19,2.02037121724172,293,419,142.052631578947,28,23.0783357699805,194,3182,1.21949627963697,788,true
92036a4ef30f3cb06e7351892772c85c6ca0c1c3,1469512039,Tue Jul 26 15:47:19 2016 +1000,false,1,3,4,0.799228277844233,49,0,436.5,28,28.3811342592593,213,3170.5,1.01935358601471,1570,false
9166383dfc056caf10f6951c47de8885a04fd448,1469493538,Tue Jul 26 09:38:58 2016 +0900,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
c9c1e52c85fb6ac733efe63c7f6ac632eb8ca3f2,1469493353,Tue Jul 26 09:35:53 2016 +0900,false,1,1,1,0,0,0,116,28,9.05798611111111,7,169,1.11039981600031,15,false
95480ddc6624c9037b9aa5047c008fd3085926bd,1469480591,Tue Jul 26 00:03:11 2016 +0300,false,1,3,3,1.06015231380013,38,7,196.666666666667,28,0.824182098765432,261,1142,1.42766710113015,99,true
0ce89af9b1fc6e5618da3d5c228fc77eb90ad878,1469474553,Mon Jul 25 12:22:33 2016 -0700,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
e63632a6273ee23d145020c3003a936d3457f9c0,1469474275,Mon Jul 25 12:17:55 2016 -0700,false,1,1,1,0,9,1,309,28,2.02792824074074,9,1589,1.49311409541529,1392,false
cb7aaf6b76546d698b974ce929d83f27330705af,1469473255,Mon Jul 25 22:00:55 2016 +0300,false,1,1,2,0.76420450650862,6,0,282.5,28,0.145752314814815,16,1139.5,4.74027026575212,628,false
1de0798b6792a1d7bf9faef5003540e26326ce5a,1469469402,Mon Jul 25 20:56:42 2016 +0300,false,2,4,4,0.812880825005607,41,6,148,28,1.05240451388889,11,1136.5,1.29899158081282,626,false
a30d68e6f4b0fe81b440390456bdb8cd76e5f7c1,1469465481,Mon Jul 25 19:51:21 2016 +0300,false,1,1,1,0,46,3,128,28,0.15693287037037,4,1134,7.37215133859429,624,false
67096b8c8c635cd352fe0bea6696599caa61b2a0,1469454998,Mon Jul 25 23:56:38 2016 +1000,false,1,3,11,1.53460127047254,162,77,121.818181818182,28,75.1012510521886,158,3163,1.01441139998445,1566,true
d11c2a0a5ade3d8d543323e79a6a3dd3e46d1067,1469451922,Mon Jul 25 16:05:22 2016 +0300,false,1,1,2,0.273769168682942,22,1,205,28,78.5231423611111,12,1132.5,1.0225118728198,623,false
4ff02aa936836b46f9406eb533045597d6807bef,1469445996,Mon Jul 25 20:26:36 2016 +0900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
f21019800c1c1ad336195a7135067ddf35d66fcd,1469368657,Sun Jul 24 23:57:37 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
eed8e5540cd9136620ba1af7b46dc9a88ed0b221,1469368569,Sun Jul 24 23:56:09 2016 +1000,false,1,2,3,1.56127812445913,5,3,170.333333333333,28,20.4137808641975,15,3156,1.03153067464754,782,false
3c5d3cb14cda13ca72a62853b6c18a109b084224,1469345469,Sun Jul 24 16:31:09 2016 +0900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
1e18dd2dc5f3259b5baf25198834e105bb798af2,1469345459,Sun Jul 24 16:30:59 2016 +0900,true,2,4,5,0.828777012311224,0,0,230.2,28,0.000520833333333333,512,4647,877.8,148,false
b268cb100e15d91e41ff708e12b87b2e75b18c2d,1469345414,Sun Jul 24 16:30:14 2016 +0900,false,2,4,5,0.828777012311224,0,0,264.4,28,88.4936018518519,507,4642,1.07759152050087,147,false
65ebf34cfcf7e33961a0b1db542013d24e9eda97,1469299062,Sat Jul 23 21:37:42 2016 +0300,false,1,1,1,0,4,5,307,28,2.39895833333333,8,1131,1.41684759009987,94,false
e942191ffe50ca96741333785ef3e79d3eb154f5,1469296967,Sat Jul 23 11:02:47 2016 -0700,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7cb976ec7d0b7d172f68c931da897093ff86e109,1469296468,Sat Jul 23 10:54:28 2016 -0700,false,1,2,3,1.45914791702724,4,1,534.333333333333,28,7.3308487654321,45,1587,61.5523568288492,1391,false
b2ac3c66d2b3b7c44d1926351d08d77555f43544,1469295992,Sat Jul 23 10:46:32 2016 -0700,false,1,1,1,0,4,1,478,28,22.0632060185185,22,1585,1.04532432862027,1388,true
0aa319c4bd932124b7100894fc43868cc2e1422f,1469293665,Sat Jul 23 10:07:45 2016 -0700,false,1,1,1,0,1,1,165,28,12.0020833333333,14,1584,1.08331886825204,1387,true
01854a4502e7d2ce3e8439276f893b31650253e7,1469289673,Sat Jul 23 19:01:13 2016 +0300,false,1,1,1,0,24,16,267,28,0.00384259259259259,3,1130,261.240963855422,93,true
88a5c8cb761352a814a0288bfb40fac9ca9f1d7d,1469289341,Sat Jul 23 18:55:41 2016 +0300,false,1,3,3,0.44665561111087,56,10,171,28,3.48856095679012,255,1128,1.09772817759217,92,true
1d4ea7b448a101d117fba0f2cf247632255c1fe0,1469279417,Sat Jul 23 23:10:17 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7ba958e8095a060ce233695f770fbf1e0a6b2790,1469279259,Sat Jul 23 23:07:39 2016 +1000,false,2,6,14,2.30725421043384,9,0,212.785714285714,28,63.6320006613757,143,3147.5,1.01079401119712,779,false
eb2cbf5fe90f6c95e387af8f27bb0ee20e1c2e21,1469269488,Sat Jul 23 13:24:48 2016 +0300,false,1,2,2,1,47,3,117,1,0.276921296296296,1,1125.5,2.80556716542673,89,true
ff90d26cd39ad60faa236090d56be474ac014f0a,1469262518,Sat Jul 23 11:28:38 2016 +0300,false,1,2,2,1,2,2,734,28,22.6484490740741,195,1123.5,1.03416501792937,621,false
df5b7b0a7562d3ed4d18ab990b311cedb089ec09,1469250682,Fri Jul 22 22:11:22 2016 -0700,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
f8699ddb4761efd3d83388a1d099c4607bc66dfc,1469250663,Fri Jul 22 22:11:03 2016 -0700,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
c8ce17124dd68b125b938027ecf84d79eb938f4a,1469249628,Sat Jul 23 00:53:48 2016 -0400,true,1,1,1,0,7,0,121,27,23.647337962963,14,2,1.04228805802861,2,true
229f66bb09f96eb9c7220b481d50d828085709e9,1469249356,Fri Jul 22 21:49:16 2016 -0700,false,1,1,1,0,6,1,96,24,156.148518518519,7,1583,1.00640415938292,1386,false
ae9de7a268dafe1ed19c07e96adfc5ff0218823b,1469244271,Fri Jul 22 23:24:31 2016 -0400,true,1,2,2,0.940285958670631,6,0,177.5,28,15.5071875,13,0.5,0.516121556536284,1,false
ba94ae595b21a2b0a24c585944b0bdfdb2889288,1469221636,Sat Jul 23 00:07:16 2016 +0300,false,1,1,1,0,82,0,0,1,0,0,1122,0,87,true
ad84bdbb2561dfb24b0d6a8b5f2e8e828ecdb6aa,1469183900,Fri Jul 22 19:38:20 2016 +0900,false,1,1,1,0,0,0,4,26,30.2239351851852,7,4639,1.03308635999491,146,false
0f3c6ed23d52866202e400ba718a662f9029af9c,1469183891,Fri Jul 22 19:38:11 2016 +0900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
de50b1cfcdd7340ac2dc8b6bf17f63ba789768a1,1469174976,Fri Jul 22 11:09:36 2016 +0300,false,1,1,1,0,2,1,591,28,21.5537731481481,46,1121,1.04639558898234,619,false
f0982ccd5c893930f1bed9ec3e44b76e10a1c129,1469117346,Fri Jul 22 01:09:06 2016 +0900,false,2,5,9,2.61328568956478,0,0,155.333333333333,28,203.349780092593,491,4634,1.01385933470994,145,false
b97375803b2cc0f4ebd34ebd23417ca84dc6d5d6,1469114063,Thu Jul 21 16:14:23 2016 +0100,true,1,1,1,0,5,2,273,28,19.9636111111111,43,5,1.05009113804283,0,false
756477f196f8727c957b667fcf8242e942cb98ad,1469109346,Thu Jul 21 22:55:46 2016 +0900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
ebb7dac9752a1934f7b4ed5a64b1fdef2963d125,1469109334,Thu Jul 21 22:55:34 2016 +0900,false,1,1,1,0,0,0,103,28,0.0537731481481481,96,4629,19.5966422729229,1857,false
4153df97a5ef36d2aaf4919223675abae83f1794,1469107347,Thu Jul 21 23:22:27 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
23585d70cb6695f8ef75919d5ef50b0ed5a325af,1469106775,Thu Jul 21 23:12:55 2016 +1000,false,1,1,1,0,0,0,445,28,0.0241550925925926,300,3140,42.3991375179684,11,false
dbf8767b168df9fc23df56bcc173b3a20eeee0c1,1469106574,Thu Jul 21 16:09:34 2016 +0300,false,1,3,4,2,0,0,240.5,28,16.0383738425926,9,1118.5,1.04240882606669,3,false
c69aa1aa1baa377fb1366ed847548f2d07951ff7,1469104688,Thu Jul 21 22:38:08 2016 +1000,false,2,3,3,1.36096404744368,0,0,289.333333333333,28,7.35781635802469,602,3138,1.06369272880152,10,false
0c8cb72c33457a5306b5aca41da9cdad85522498,1469091792,Thu Jul 21 12:03:12 2016 +0300,false,1,1,1,0,8,1,298,28,19.965150462963,7,1116,1.05008727591886,86,false
d99d238f576c6e90a418886540219893468c4a67,1469090250,Thu Jul 21 18:37:30 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
b257a5adf0a9315f40358b9c1a1560ea69e845bf,1469078231,Thu Jul 21 15:17:11 2016 +1000,false,1,2,2,1,6,2,2256,28,4.33387152777778,347,3135.5,1.23411176898973,1547,false
4f428567718e520ea96bea56369cc5e011919cc5,1469027630,Wed Jul 20 16:13:50 2016 +0100,true,1,4,5,1.95049854941774,15,27,213.6,28,18.4546851851852,93,2,0.815151872636239,4,true
984bcaaf12e6f0df0934050239ee707df2db6c1a,1469007657,Wed Jul 20 19:40:57 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
c8edb70ac8156892d2b24bcc3946fbf1ac0c1fed,1469007529,Wed Jul 20 19:38:49 2016 +1000,false,1,2,2,0.503258334775646,44,26,405,28,0.256099537037037,88,3133.5,3.92854883174402,771,true
254fd6ec5f6e231af6944bcc25b7dfe84294e96e,1469001943,Wed Jul 20 11:05:43 2016 +0300,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
128f2152b160aa79455f1e9806ea3bd8c15256be,1469001913,Wed Jul 20 11:05:13 2016 +0300,false,1,1,2,0.985228136034252,4,2,265,28,4.65966435185185,30,1114.5,1.16095579925235,85,true
57ef334e14b3ce7decc3b27046f4a89001648095,1468985651,Wed Jul 20 13:34:11 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
a7301eca115276bfcdf794dac14a1a738a98e5f7,1468985402,Wed Jul 20 13:30:02 2016 +1000,false,1,4,4,0.979622170999036,87,0,281.5,28,12.2799334490741,94,3130.5,1.03146602615715,769,true
09faeac2634c0d0e2a5247056ad71a48e3eb3012,1468975637,Wed Jul 20 09:47:17 2016 +0900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
da0eeaae5197665f05bbe86a05315a32fda30743,1468975626,Wed Jul 20 09:47:06 2016 +0900,true,1,1,1,0,0,0,442,28,0.00484953703703704,298,4628,207.205250596659,144,false
fc567d7fb035008c6eb369ebf6968d856704ba0c,1468975207,Wed Jul 20 09:40:07 2016 +0900,false,1,1,1,0,0,0,442,28,6.37428240740741,297,4627,1.1568804041123,143,false
dce1facf967dde127e7360d9e705fc0a59cd9023,1468833600,Mon Jul 18 19:20:00 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
8f495a7ce7a7d5a909f05e3a1c0725835112d773,1468833370,Mon Jul 18 19:16:10 2016 +1000,false,1,2,2,0.0356680566056275,367,347,1262,28,0.0345023148148148,78,3127.5,22.7376719221738,1545,false
7b3359910b4632bb8e63f6374cea16c5d1400235,1468830389,Mon Jul 18 18:26:29 2016 +1000,false,1,3,3,0.495466727295534,46,2,877,28,2.18622685185185,84,3125,17.1702262155262,1543,true
0f29f556ced0514cba9b7d7810fa3fbd5ef5adbb,1468827709,Mon Jul 18 17:41:49 2016 +1000,false,1,3,3,1.51240842274744,42,21,718.666666666667,28,27.8187191358025,79,3122,1.03264490366904,1540,true
b29d335126d760ef3a200f5d6400907b167ee4e1,1468711136,Sun Jul 17 08:18:56 2016 +0900,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
c6c8098d5ae253c1905cfa9465351600b56e37e9,1468710743,Sun Jul 17 08:12:23 2016 +0900,false,1,1,1,0,0,0,87,28,3.31673611111111,6,168,1.30150122484873,14,false
bc88726eedbd54d8989eb35b1e77bda7ff0c9c83,1468660091,Sat Jul 16 12:08:11 2016 +0300,false,1,2,2,0.705469040822871,47,1,35,28,0.351695601851852,3,1112.5,1.21084198575025,83,false
56b1964d92988b3c43d08c14aa881f0dc3b278ec,1468602402,Fri Jul 15 20:06:42 2016 +0300,false,1,2,2,0.281193796432043,14,87,489.5,28,22.9698842592593,15,1110.5,1.0515273387077,81,false
76cd653d42ab71968e500e62dde5eb1568aaa0b4,1468599318,Fri Jul 15 19:15:18 2016 +0300,false,1,2,3,1.23552071592601,36,25,194,28,0.797677469135803,30,1108,1.77882270930426,79,true
dad3ded06997b85283e76b7867082e461d66ee4c,1468574199,Fri Jul 15 02:16:39 2016 -0700,true,1,1,1,0,0,1,2488,28,1.47509259259259,286,1,1.67792354528906,1,false
dddca4e5ea30c367ff74db1f76424ced1afe6f08,1468533037,Fri Jul 15 00:50:37 2016 +0300,false,1,2,2,0.788940657296621,30,10,166,28,0.145902777777778,19,1105.5,8.17146093232985,76,true
4b8fddc66b8afeef9d77c818ad6fa5adc56acbb0,1468525122,Thu Jul 14 22:38:42 2016 +0300,false,1,1,2,0.959686893774217,31,10,227,28,0.10744212962963,25,1103.5,7.93139592472451,74,true
4dfa52aa84126a0abaa9096bd7e05435155ea3a7,1468524900,Thu Jul 14 12:35:00 2016 -0700,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
65cb9ad0c88284f7031bc62c6aca8751ef3011a7,1468524624,Thu Jul 14 12:30:24 2016 -0700,false,1,1,1,0,0,0,86,24,149.71744212963,35,2,1.00667924849487,2,false
928f5f87f056f2259096023a115afb3e528aa0cf,1468515938,Thu Jul 14 20:05:38 2016 +0300,false,1,1,1,0,1,0,194,28,6.26641203703704,7,1102,1.15958095224023,72,true
cb2a347826f04db2a62edd5265eddc7727a78fba,1468515740,Thu Jul 14 20:02:20 2016 +0300,false,1,2,2,0.396627772778379,28,0,127.5,28,3.13206018518519,16,1100.5,1.15963933335797,71,true
aed630e2f4b2bae8d336936d46bd759d02fc4e86,1468513199,Thu Jul 14 19:19:59 2016 +0300,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
4b7485736e67e174bbc972e1da66b8c7034f3ee1,1468446953,Wed Jul 13 14:55:53 2016 -0700,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
cd3527f2020617e2f9386b844b604ce84779b430,1468446751,Wed Jul 13 14:52:31 2016 -0700,false,1,1,1,0,3,1,2484,28,12.1822569444444,285,1,1.08208659565796,1,false
b43999a2d09b95d8202ba64fcc699727f56b7187,1468424812,Thu Jul 14 00:46:52 2016 +0900,false,1,1,1,0,0,0,222,28,0.00734953703703704,251,4626,137.062992125984,1499,false
91f19a166c236f7c15c82d147e04214bca2193a6,1468424469,Thu Jul 14 00:41:09 2016 +0900,false,1,1,1,0,0,0,441,28,0.00337962962962963,296,4625,296.890410958904,142,false
ca64b81644b1aa0e617b2f317c382232e12a2c28,1468424188,Thu Jul 14 00:36:28 2016 +0900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
d9b7af6cd6ed7d8e16c94e599867dd55b6ffd56e,1468424177,Thu Jul 14 00:36:17 2016 +0900,true,6,10,10,3.06315718921202,17,0,255.3,28,1.98716666666667,1003,4619.5,1.1687523658538,141,false
cfda29631ebe53cc45ee4c6a3fdeb430b4778733,1468423755,Thu Jul 14 00:29:15 2016 +0900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
726c6dbae918c4e9e7f0b856bad533133ee4afb1,1468423745,Thu Jul 14 00:29:05 2016 +0900,false,1,1,1,0,0,0,218,28,1.79011574074074,249,4614,1.55862309751335,1495,false
9df5f755a4f7c1e76d67daab98e7b810f39c0b79,1468420942,Wed Jul 13 07:42:22 2016 -0700,false,1,1,1,0,0,0,116,10,29.8071759259259,86,56,1.03354896829157,43,false
32c30038ce51f286286909d4aa767e7b9469552a,1468300942,Tue Jul 12 15:22:22 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
7df3c26099682ed8dcdc3f075ce3f5468d596935,1468300821,Tue Jul 12 15:20:21 2016 +1000,false,1,1,1,0,40,0,0,1,0,0,3120,0,1537,false
dab37be239ceaf0dc9d089e658708c6b3ace17e3,1468282773,Mon Jul 11 17:19:33 2016 -0700,true,1,1,1,0,0,0,32,25,128.666377314815,9,0,0,0,false
7d269e388a4dbf0394313758d91b359b90875d38,1468269583,Tue Jul 12 05:39:43 2016 +0900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
d83f78cd0819ebe2e51ed15520bafeee35c87068,1468269079,Tue Jul 12 04:31:19 2016 +0800,true,5,49,138,1.40414170976308,0,0,46.0579710144928,28,1.10180698134729,1062,4544.5,1.0375418356569,140,true
c0443e3dace9d4fe94030a3be26583944b3af566,1468258623,Mon Jul 11 10:37:03 2016 -0700,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0bc115d7c7311943f6bfd63131db0258778931cf,1468256685,Mon Jul 11 10:04:45 2016 -0700,false,1,1,2,0.936667381877563,8,8,127,28,3.03704861111111,31,1581.5,1.23655454986441,1385,false
7888af2f676cc5bbcf77fc9e7e4eaba73df1b10f,1468236558,Mon Jul 11 20:29:18 2016 +0900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11c57ff30336dabe45cf96926bb9a52fdc5b0533,1468236522,Mon Jul 11 20:28:42 2016 +0900,false,1,1,1,0,12,12,345,1,175.08400462963,1,4475,1.00571154402206,1482,false
07f2862f90d18ee74dd0b47b44562a0147930f55,1468235317,Mon Jul 11 20:08:37 2016 +0900,false,1,1,1,0,0,0,431,28,0.227673611111111,293,167,5.39225255452188,12,false
7c5ad2a07857b547d44cd32d69c66a46906de7a4,1468235206,Mon Jul 11 20:06:46 2016 +0900,false,1,2,2,1,0,0,274,28,11.6056655092593,4,119.5,1.06353615805843,11,false
6fdde6522472302a56e4416a34c97f0b9584c857,1468215646,Mon Jul 11 14:40:46 2016 +0900,false,8,22,22,4.35655833541667,0,0,129.727272727273,28,0,2104,155.5,0,11,false
f3a2a96771f7dd06e3febb578c9e98c895a81e56,1468215646,Mon Jul 11 14:40:46 2016 +0900,false,8,22,22,4.30374511138,0,0,129.772727272727,28,23.0369128787879,2082,133.5,1.00633862006073,10,false
290e593a22a739f63488e304ec119dda53286fa1,1468213584,Mon Jul 11 14:06:24 2016 +0900,false,2,2,2,1,0,0,444.5,28,3.770625,292,121.5,1.13451903052067,9,false
0b5ce042c8ef8a31823860284470148f45930e8c,1468195293,Mon Jul 11 08:01:33 2016 +0800,false,5,47,135,1.366950695421,0,0,278.888888888889,28,252.958362740055,895,4407,1.00028044275652,139,false
e7a58c16d58c0e57938c6fc1a98d688533511d0e,1468152904,Sun Jul 10 20:15:04 2016 +0800,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false
9a61d0ccff4ccce861d5232559ccae8d1d5546f1,1468018013,Sat Jul 9 01:46:53 2016 +0300,false,1,1,2,0.967294778946894,12,7,111,25,94.4941666666667,25,1098.5,1.00694480267763,618,false
cea9feed05e57ee7172e3ed3d39fdbb71c7ccdbf,1468012005,Fri Jul 8 14:06:45 2016 -0700,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
9b0458a05fec3f55d0dab71099b1359b63d079f5,1468011970,Fri Jul 8 14:06:10 2016 -0700,false,2,3,3,1.45914791702724,5,5,213,27,44.8752314814815,33,1579,1.02746013996598,3,true
4df10668b27b32fc410a1095d2702cc19da3280a,1467988877,Sat Jul 9 00:41:17 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
e14fd7539af4d45a0dfdaad1a20ccf66a0f1eed8,1467988245,Sat Jul 9 00:30:45 2016 +1000,false,1,2,4,1.38650433678265,512,0,53,27,3.02864872685185,95,3117.5,1.08254506301226,765,false
1c925faab72c73ab22c2b0be00694aac1bbb8921,1467986863,Sat Jul 9 00:07:43 2016 +1000,false,1,6,12,3.1745954491995,474,13,54.5833333333333,28,1.48817226080247,14,3109.5,1.0888864605856,761,true
cd192aa9f4dc4aa3f3ef3c729654ab3ee2d2c486,1467976861,Fri Jul 8 21:21:01 2016 +1000,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false
bb563a7df7e14fac78f4746caa0c7a95c33aa331,1467976598,Fri Jul 8 21:16:38 2016 +1000,false,1,3,3,1.31026942132403,21,23,299,28,10.3955941358025,55,3102,1.07102892389444,1536,true
3004b3d133dd8312f9d605ab1dac9f6c18e547d3,1467974520,Fri Jul 8 20:42:00 2016 +1000,false,1,2,3,1.44145559577982,24,7,224,28,7.27653163580247,28,3099,5.16472709492553,1533,true
e60b60a75d499fea01a5744d2c709bec930859c3,1467973241,Fri Jul 8 20:20:41 2016 +1000,false,1,1,1,0,1,1,296,27,22.195787037037,24,3097,1.04505359500573,1530,false
